Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","45946375","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","50041666","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","44299211","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","42534361","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","44843247","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","43033876","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","44203574","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","48821296","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","53753895","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","43193184","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","46694808","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","54994221","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","59782356","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","60457857","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","59056976","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","53018675","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","51882149","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","59590826","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","52199018","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","61078074","E","Estimated value"
"QV","Value of Agricultural Production","208","Denmark","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","62493940","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","172567","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","235725","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","268111","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","277858","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","333506","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","342972","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","286025","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","241794","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","303214","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","364819","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","341584","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","328498","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","388945","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","438973","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","445214","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","583218","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","523393","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","442988","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","543822","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","641878","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","710274","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","722312","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","708047","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","691523","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","546195","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","662879","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","589092","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","693047","E","Estimated value"
"QV","Value of Agricultural Production","233","Estonia","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","696008","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1991","1991","1000 SLC","4088950","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","3849470","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","3830271","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","3854441","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","2188881","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","2178365","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","2248848","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","2061661","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","2057743","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","2173247","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","2218864","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","2289687","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","2188460","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","2179771","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","2195365","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","2191623","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","2560289","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","2787297","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","2362464","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","2300581","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","2748852","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","2856067","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","3104525","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","2835955","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","2632105","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","2589390","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","2619630","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","2702436","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","2908291","E","Estimated value"
"QV","Value of Agricultural Production","246","Finland","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","2814986","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1991","1991","1000 SLC","46112388","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","43149011","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","38924913","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","41413235","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","41255343","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","42078814","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","46208676","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","45681161","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","44615652","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","44814490","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","43513462","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","43601724","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","41410949","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","40786452","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","40292108","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","42636583","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","46602631","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","47648889","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","42580279","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","48636988","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","53257252","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","55754997","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","53646314","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","54533167","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","55569394","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","53642899","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","54733920","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","57891770","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","57446539","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","58700091","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1991","1991","1000 SLC","34441633","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","32381161","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","28456191","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","28233599","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","30020095","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","29870987","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","29879618","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","28680370","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","27924947","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","29893593","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","31881969","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","28663990","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","28522726","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","31622587","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","29108472","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","31667976","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","36567084","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","39687870","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","31827134","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","36003030","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","41980820","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","43954774","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","45960099","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","44458012","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","39501771","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","38090786","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","41831258","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","39359187","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","41910376","E","Estimated value"
"QV","Value of Agricultural Production","276","Germany","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","40238656","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1991","1991","1000 SLC","7604651","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","7859589","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","7880500","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","9686753","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","9560062","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","10045776","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","10329998","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","10780111","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","10666973","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","11488521","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","11846912","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","12611452","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","12327529","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2004","2004","1000 SLC","12265926","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2005","2005","1000 SLC","13318386","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2006","2006","1000 SLC","12401204","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2007","2007","1000 SLC","12785125","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2008","2008","1000 SLC","13460876","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2009","2009","1000 SLC","13540427","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2010","2010","1000 SLC","14208271","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2011","2011","1000 SLC","13870764","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2012","2012","1000 SLC","14118540","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2013","2013","1000 SLC","11908311","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2014","2014","1000 SLC","13448908","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2015","2015","1000 SLC","14452851","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2016","2016","1000 SLC","13728542","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2017","2017","1000 SLC","14428382","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2018","2018","1000 SLC","13877894","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2019","2019","1000 SLC","13885581","E","Estimated value"
"QV","Value of Agricultural Production","300","Greece","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2020","2020","1000 SLC","13910326","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1991","1991","1000 SLC","384535930","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1992","1992","1000 SLC","346979741","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1993","1993","1000 SLC","375029171","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1994","1994","1000 SLC","461325259","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1995","1995","1000 SLC","594145363","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1996","1996","1000 SLC","800626628","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1997","1997","1000 SLC","877849990","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1998","1998","1000 SLC","895612125","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","1999","1999","1000 SLC","876246216","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2000","2000","1000 SLC","1016161925","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2001","2001","1000 SLC","1190558923","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2002","2002","1000 SLC","1088630116","E","Estimated value"
"QV","Value of Agricultural Production","348","Hungary","56","Gross Production Value (current thousand SLC)","F2051","Agriculture","2003","2003","1000 SLC","1048176614","E","Estimated value"
