Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","487.811885","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","427.871631","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","371.759184","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","450.867436","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","424.986059","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","442.503655","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","465.925291","X","Figure from international organizations",""
"MK","Macro Indicators","196","Cyprus","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","476.752656","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","2902.455375","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","1596.187066","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","1463.399694","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","1810.767393","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","2048.38733","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","2427.520032","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","2624.616641","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","2169.635182","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","2342.914083","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","2097.008179","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","2009.590203","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","2172.26993","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","2186.079384","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","2442.234748","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","2893.997023","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","3133.225967","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","3383.050522","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","3972.766545","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","4546.71483","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","3644.179825","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","3220.923383","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","4551.106423","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","4701.774997","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","5005.880424","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","5052.776105","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","4157.812897","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","4096.290563","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","4498.524148","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","4821.279419","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","4699.538859","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","4699.30311","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1970","1970","millions","786.266666","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1971","1971","millions","869.87692","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1972","1972","millions","1111.911886","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1973","1973","millions","1621.456319","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1974","1974","millions","1761.472707","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1975","1975","millions","1786.587542","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1976","1976","millions","1915.459407","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1977","1977","millions","2321.76495","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1978","1978","millions","2842.44169","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1979","1979","millions","2795.878445","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","millions","2898.007284","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","millions","2679.07029","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","millions","2810.700745","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","millions","2444.726121","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","millions","2750.422235","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","millions","2643.82451","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","millions","3415.032562","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","millions","3776.433352","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","millions","3653.704027","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","millions","3935.747092","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","4544.677207","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","4218.115494","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","4269.123722","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","3855.063929","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","4061.754601","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","5276.16305","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","5239.993182","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","4576.453459","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","3795.800319","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","3454.296297","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","3532.412563","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","3855.305009","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","3181.749139","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","3513.076443","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","4078.579349","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","3029.893729","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","3296.238552","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","3751.308278","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","3031.110912","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","2677.925211","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","3870.147535","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","4513.74596","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","5413.402232","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","4473.93261","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","4880.028983","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","2898.375452","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","3009.48424","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","4333.554698","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","3663.245681","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","4247.278918","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","4651.680219","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","886.766928","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","869.876708","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","294.440868","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","226.393664","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","208.477149","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","184.881259","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","197.452865","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","210.749025","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","286.442726","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","209.121178","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","221.088361","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","218.54526","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","261.82604","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","341.664804","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","439.619849","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","463.647432","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","535.532146","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","881.061192","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","826.99901","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","485.381013","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","619.472189","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","853.125068","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","763.208125","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","775.400492","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","841.679885","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","654.016679","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","508.49794","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","642.449685","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","677.159316","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","779.602049","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","664.072818","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1970","1970","millions","1246.08768","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1971","1971","millions","1372.330423","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1972","1972","millions","1440.811763","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1973","1973","millions","1841.131977","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1974","1974","millions","2285.246427","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1975","1975","millions","2854.338306","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1976","1976","millions","2932.541276","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1977","1977","millions","2864.102397","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1978","1978","millions","2986.343015","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1979","1979","millions","3576.290962","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","millions","4603.454322","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","millions","4019.163296","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","millions","4102.445774","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","millions","3856.66088","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","millions","3830.593438","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","millions","3843.013019","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","millions","4821.540507","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","millions","4837.132537","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","millions","5665.939303","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","millions","6212.843715","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","7633.725749","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","6164.830446","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","4814.254172","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","3901.165651","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","4324.260403","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","5095.172899","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","4557.4589","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","4344.107918","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","3886.261049","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","3902.507517","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","3712.914046","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","3577.596621","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","3734.406641","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","4342.947648","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","4691.040708","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","4665.970253","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","4340.512812","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","6094.677593","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","6275.316676","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","5690.126809","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","6027.4557","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","6389.054611","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","5978.463643","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","6422.281128","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","6583.252823","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","5283.594133","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","5559.51848","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","5920.659046","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","6580.278529","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","6601.541184","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","6611.031079","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1970","1970","millions","9888.620945","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1971","1971","millions","10121.241421","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1972","1972","millions","13858.91171","X","Figure from international organizations",""
