Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.856","E","Estimated value"
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.624","E","Estimated value"
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.115","E","Estimated value"
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.185","E","Estimated value"
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.642","E","Estimated value"
"ET","Temperature change","208","Denmark","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.691","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.588","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.525","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.348","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.731","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.369","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.917","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.521","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.502","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2000","2000","°C","2.043","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.82","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.466","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.218","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2004","2004","°C","1.159","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.579","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.237","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.24","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2008","2008","°C","2.582","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.597","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.52","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.276","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.442","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.157","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.403","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.344","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.895","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.474","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.381","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.183","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.595","E","Estimated value"
"ET","Temperature change","233","Estonia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.133","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1961","1961","°C","1.906","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.322","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.386","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.35","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.25","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1966","1966","°C","-1.793","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1967","1967","°C","1.097","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-1.624","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.469","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.621","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.446","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1972","1972","°C","0.942","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1973","1973","°C","1.144","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1974","1974","°C","1.125","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1975","1975","°C","1.898","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.872","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1977","1977","°C","-0.222","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.521","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.751","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.377","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1981","1981","°C","-0.237","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1982","1982","°C","-0.153","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.966","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.759","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-1.173","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1986","1986","°C","-0.179","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-1.652","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.579","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1989","1989","°C","2.175","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.246","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1991","1991","°C","1.133","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.159","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.929","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.135","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.693","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.131","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.777","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.064","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.153","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2000","2000","°C","2.019","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.361","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.166","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.707","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2004","2004","°C","1.225","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2005","2005","°C","2.195","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.2","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.94","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2008","2008","°C","2.125","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.685","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.232","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.345","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.533","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.414","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.584","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.605","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2016","2016","°C","2.142","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.477","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.144","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.436","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.305","E","Estimated value"
"ET","Temperature change","246","Finland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.923","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.837","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.296","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.948","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.03","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.622","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.421","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.492","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-0.079","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1969","1969","°C","0.017","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.104","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.172","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.338","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.042","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.103","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.46","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1976","1976","°C","0.347","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.004","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.228","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.196","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.228","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.079","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.796","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.704","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.098","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.351","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1986","1986","°C","-0.017","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.024","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.751","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1989","1989","°C","1.254","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.567","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.226","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.631","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.302","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.526","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.296","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.158","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1997","1997","°C","1.21","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.915","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.17","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.141","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.355","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.01","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.752","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.924","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.968","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.256","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.349","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.933","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.148","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.326","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.462","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.146","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.638","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.965","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.513","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.689","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.682","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.925","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.888","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.411","E","Estimated value"
"ET","Temperature change","250","France","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.193","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.99","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.751","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-1.085","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.33","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.815","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.406","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.868","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.204","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.11","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.831","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1971","1971","°C","0.034","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.014","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.188","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1974","1974","°C","0.318","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1975","1975","°C","1.098","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1976","1976","°C","0.468","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.28","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.176","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.643","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.19","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.293","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.436","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1983","1983","°C","1.067","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.115","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.804","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1986","1986","°C","-0.011","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.565","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.887","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1989","1989","°C","1.484","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.565","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.279","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.22","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.304","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.618","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.301","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.706","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.551","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.146","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.36","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.755","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.281","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.478","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.248","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.988","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.015","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.248","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.08","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.532","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.27","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.182","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.108","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.338","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.571","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.506","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.658","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.971","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.636","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.377","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.314","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.499","E","Estimated value"
"ET","Temperature change","276","Germany","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.304","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.472","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.609","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1963","1963","°C","0.296","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.312","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.333","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.778","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.209","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.172","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.099","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.255","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.235","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.196","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.374","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.208","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.266","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.921","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.325","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.565","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.171","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.389","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1981","1981","°C","-0.203","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1982","1982","°C","-0.25","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1983","1983","°C","-0.502","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.135","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.077","E","Estimated value"
