Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7001","January","%","11.220715","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7002","February","%","9.9631","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7003","March","%","9.681373","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7004","April","%","9.564165","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7005","May","%","10.869565","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7006","June","%","13.080685","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7007","July","%","13.737624","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7008","August","%","12.287105","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7009","September","%","9.501188","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7010","October","%","8.994083","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7011","November","%","6.868452","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2008","2008","23014","Food price inflation","7012","December","%","4.751131","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7001","January","%","4.545455","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7002","February","%","6.263982","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7003","March","%","6.145251","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7004","April","%","4.530387","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7005","May","%","2.723312","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7006","June","%","1.189189","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7007","July","%","0.217628","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7008","August","%","-0.541712","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7009","September","%","-0.976139","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7010","October","%","-1.411509","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7011","November","%","-0.980392","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2009","2009","23014","Food price inflation","7012","December","%","-1.835853","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7001","January","%","-2.651113","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7002","February","%","-3.368421","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7003","March","%","-3.473684","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7004","April","%","-2.959831","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7005","May","%","-2.757158","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7006","June","%","-2.457265","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7007","July","%","-0.977199","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7008","August","%","-0.653595","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7009","September","%","0.219058","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7010","October","%","0.220264","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7011","November","%","-0.110011","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2010","2010","23014","Food price inflation","7012","December","%","0.880088","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7001","January","%","2.396514","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7002","February","%","3.594771","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7003","March","%","4.252999","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7004","April","%","3.267974","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7005","May","%","4.252999","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7006","June","%","3.3954","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7007","July","%","2.850877","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7008","August","%","2.960526","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7009","September","%","2.95082","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7010","October","%","4.065934","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7011","November","%","4.625551","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2011","2011","23014","Food price inflation","7012","December","%","3.816794","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7001","January","%","2.12766","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7002","February","%","2.313354","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7003","March","%","1.987448","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7004","April","%","3.270042","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7005","May","%","2.51046","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7006","June","%","3.283898","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7007","July","%","4.051173","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7008","August","%","4.685836","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7009","September","%","5.52017","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7010","October","%","4.857445","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7011","November","%","4.315789","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2012","2012","23014","Food price inflation","7012","December","%","5.567227","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7001","January","%","6.25","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7002","February","%","5.241521","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7003","March","%","4.512821","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7004","April","%","4.902962","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7005","May","%","6.020408","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7006","June","%","6.051282","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7007","July","%","4.20082","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7008","August","%","3.763988","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7009","September","%","2.414487","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7010","October","%","1.208459","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7011","November","%","0.605449","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2013","2013","23014","Food price inflation","7012","December","%","-0.298507","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7001","January","%","-0.784314","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7002","February","%","-1.367188","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7003","March","%","-1.275761","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7004","April","%","-2.336904","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7005","May","%","-3.657363","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7006","June","%","-4.061896","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7007","July","%","-2.851524","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7008","August","%","-3.039216","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7009","September","%","-2.357564","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7010","October","%","-1.791045","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7011","November","%","-1.003009","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2014","2014","23014","Food price inflation","7012","December","%","-1.696607","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7001","January","%","-0.6917","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7002","February","%","0.29703","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7003","March","%","0.397614","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7004","April","%","0.598205","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7005","May","%","0.4995","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7006","June","%","0.806452","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7007","July","%","0.607287","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7008","August","%","1.011122","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7009","September","%","0.100604","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7010","October","%","0.70922","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7011","November","%","0.303951","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2015","2015","23014","Food price inflation","7012","December","%","0.101523","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7001","January","%","-0.597015","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7002","February","%","-1.48075","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7003","March","%","-1.980198","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7004","April","%","-1.585728","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7005","May","%","-0.298211","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7006","June","%","-0.3","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7007","July","%","0","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7008","August","%","-0.600601","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7009","September","%","-0.100503","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7010","October","%","0","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7011","November","%","0.40404","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2016","2016","23014","Food price inflation","7012","December","%","0.912779","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7001","January","%","2.502503","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7002","February","%","3.306613","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7003","March","%","3.333333","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7004","April","%","3.524673","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7005","May","%","2.691924","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7006","June","%","2.20662","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7007","July","%","2.716298","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7008","August","%","3.121853","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7009","September","%","3.420523","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7010","October","%","3.219316","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7011","November","%","2.716298","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7012","December","%","2.211055","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7001","January","%","0.976563","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7002","February","%","0.387973","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7003","March","%","1.173021","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7004","April","%","1.361868","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7005","May","%","1.456311","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7006","June","%","2.158979","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7007","July","%","1.567091","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7008","August","%","1.074219","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7009","September","%","0.291829","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7010","October","%","0.487329","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7011","November","%","0.489716","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7012","December","%","0.491642","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7001","January","%","-0.773694","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7002","February","%","-0.772947","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7003","March","%","-0.676329","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7004","April","%","-1.727447","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7005","May","%","-0.669856","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7006","June","%","-0.288184","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7007","July","%","0.192864","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7008","August","%","0.289855","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7009","September","%","0.484966","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7010","October","%","0.096993","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7011","November","%","0.389864","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7012","December","%","2.054795","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7001","January","%","3.411306","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7002","February","%","2.92113","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7003","March","%","3.210117","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7004","April","%","3.808594","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7005","May","%","2.504817","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7006","June","%","2.023121","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7007","July","%","1.05871","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7008","August","%","1.541426","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7009","September","%","1.158301","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7010","October","%","1.356589","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7011","November","%","1.067961","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7012","December","%","-0.862895","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7001","January","%","-1.131008","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7002","February","%","-0.851466","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7003","March","%","-1.036758","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7004","April","%","-0.56444","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7005","May","%","-0.657895","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7006","June","%","-0.094429","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7007","July","%","1.809524","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7008","August","%","2.371917","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7009","September","%","2.958015","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7010","October","%","3.537285","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7011","November","%","5.571566","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7012","December","%","7.833656","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7001","January","%","9.43756","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7002","February","%","10.019084","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7003","March","%","10.761905","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7004","April","%","12.771996","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7005","May","%","15.137181","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7006","June","%","17.013233","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7007","July","%","18.334892","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7008","August","%","19.277108","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7009","September","%","18.999073","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7001","January","%","0.597043","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7002","February","%","1.010196","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7003","March","%","0.271765","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7004","April","%","1.060336","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7005","May","%","0.85701","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7006","June","%","7.41421","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7007","July","%","0.571215","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7008","August","%","4.621769","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7009","September","%","6.754703","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7010","October","%","10.045104","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7011","November","%","6.475152","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23014","Food price inflation","7012","December","%","9.426116","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7001","January","%","11.144607","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7002","February","%","8.701748","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7003","March","%","8.084112","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7004","April","%","8.560817","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7005","May","%","5.116838","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7006","June","%","1.709863","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7007","July","%","3.39851","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7008","August","%","4.71511","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7009","September","%","3.488476","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7010","October","%","-0.5038","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7011","November","%","1.153813","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23014","Food price inflation","7012","December","%","0.785407","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7001","January","%","0.288184","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7002","February","%","4.153052","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7003","March","%","7.825335","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7004","April","%","4.473144","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7005","May","%","7.503734","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7006","June","%","5.220315","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7007","July","%","5.574066","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7008","August","%","3.934567","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7009","September","%","6.741766","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7010","October","%","5.509784","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7011","November","%","6.526587","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23014","Food price inflation","7012","December","%","3.745601","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7001","January","%","6.102096","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7002","February","%","3.681995","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7003","March","%","-0.441059","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7004","April","%","2.415063","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7005","May","%","2.966898","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7006","June","%","5.80222","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7007","July","%","7.650972","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7008","August","%","5.376077","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7009","September","%","1.756223","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7010","October","%","3.050268","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7011","November","%","3.357218","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23014","Food price inflation","7012","December","%","6.31613","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7001","January","%","2.764059","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7002","February","%","2.348913","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7003","March","%","2.601692","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7004","April","%","1.422862","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7005","May","%","-0.452453","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7006","June","%","-0.794786","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7007","July","%","-0.301085","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7008","August","%","1.194875","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23014","Food price inflation","7009","September","%","3.610165","E","Estimated value",""
